Time	PHS	BATT_LI	BEV_BATT	PHEV_BATT	TS_DEC_DIRECT_ELEC	TS_DEC_HP_ELEC	TS_DEC_THHP_GAS	TS_DEC_COGEN_GAS	TS_DEC_COGEN_OIL	TS_DEC_ADVCOGEN_GAS	TS_DEC_ADVCOGEN_H2	TS_DEC_BOILER_GAS	TS_DEC_BOILER_WOOD	TS_DEC_BOILER_OIL	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_HIGH_TEMP	GAS_STORAGE	H2_STORAGE	DIESEL_STORAGE	GASOLINE_STORAGE	LFO_STORAGE	AMMONIA_STORAGE	METHANOL_STORAGE	CO2_STORAGE	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	TS_DEC_DIRECT_ELEC_in	TS_DEC_DIRECT_ELEC_out	TS_DEC_HP_ELEC_in	TS_DEC_HP_ELEC_out	TS_DEC_THHP_GAS_in	TS_DEC_THHP_GAS_out	TS_DEC_COGEN_GAS_in	TS_DEC_COGEN_GAS_out	TS_DEC_COGEN_OIL_in	TS_DEC_COGEN_OIL_out	TS_DEC_ADVCOGEN_GAS_in	TS_DEC_ADVCOGEN_GAS_out	TS_DEC_ADVCOGEN_H2_in	TS_DEC_ADVCOGEN_H2_out	TS_DEC_BOILER_GAS_in	TS_DEC_BOILER_GAS_out	TS_DEC_BOILER_WOOD_in	TS_DEC_BOILER_WOOD_out	TS_DEC_BOILER_OIL_in	TS_DEC_BOILER_OIL_out	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_HIGH_TEMP_in	TS_HIGH_TEMP_out	GAS_STORAGE_in	GAS_STORAGE_out	H2_STORAGE_in	H2_STORAGE_out	DIESEL_STORAGE_in	DIESEL_STORAGE_out	GASOLINE_STORAGE_in	GASOLINE_STORAGE_out	LFO_STORAGE_in	LFO_STORAGE_out	AMMONIA_STORAGE_in	AMMONIA_STORAGE_out	METHANOL_STORAGE_in	METHANOL_STORAGE_out	CO2_STORAGE_in	CO2_STORAGE_out	
 3053	1.098105		112.648863			0.000000	0.000000									77.327553	0.000000	4022.302119								0.000000	0.000000			0.000000	0.400239					0.000000	0.000000	0.000000	0.000000																	0.000000	5.183038	0.000000	0.000000	-1.637391	0.000000															
 3054	1.098105		111.625736			0.000000	0.000000									72.139829	0.000000	4022.485610								0.000000	0.000000			0.000000	1.000597					0.000000	0.000000	0.000000	0.000000																	0.000000	5.183038	0.000000	0.000000	-0.183491	0.000000															
 3055	0.000000		109.665021			0.000000	0.000000									67.432701	0.000000	4024.645424								0.000000	1.098105			0.000000	1.938390					0.000000	0.000000	0.000000	0.000000																	0.000000	4.702757	0.000000	0.000000	-2.159814	0.000000															
 3056	0.000000		109.422821			0.000000	0.000000									64.127044	0.000000	4033.214510								0.000000	0.000000			-1.468006	1.688273					0.000000	0.000000	0.000000	0.000000																	0.000000	3.301570	0.000000	0.000000	-8.569086	0.000000															
 3057	0.000000		111.577459			0.000000	0.036445									67.286293	0.000000	4043.071327								0.000000	0.000000			-3.739741	1.563219					0.000000	0.000000	-0.036445	0.000000																	-3.163135	0.000000	0.000000	0.000000	-9.856817	0.000000															
 3058	1.165207		113.512318			0.000000	0.072589									71.213061	0.352227	4052.928144								-1.165207	0.000000			-3.707984	1.750810					0.000000	0.000000	-0.036445	0.000000																	-3.930845	0.000000	-0.352227	0.000000	-9.856817	0.000000															
 3059	2.330415		115.154343			9.749464	0.096567									75.862208	0.564229	4062.784961								-1.165207	0.000000			-3.665645	2.000916					-9.749464	0.000000	-0.024577	0.000000																	-4.653463	0.000000	-0.212127	0.000000	-9.856817	0.000000															
 3060	0.673963		116.562069			9.669128	0.076224									81.086277	0.776155	4072.422132								-0.036368	1.692819			-3.631771	2.201015					0.000000	0.000000	0.000000	0.019548																	-5.228666	0.000000	-0.212127	0.000000	-9.637170	0.000000															
 3061	1.839171		118.203485			10.000639	0.112041									86.838986	0.988007	4082.278949								-1.165207	0.000000			-3.665645	2.000916					-0.411184	0.000000	-0.036445	0.000000																	-5.757623	0.000000	-0.212127	0.000000	-9.856817	0.000000															
 3062	3.004378		119.815323			22.103189	0.100859									92.926641	1.199783	4092.135766								-1.165207	0.000000			-3.661410	2.025931					-12.184955	0.000000	0.000000	0.010258																	-6.092917	0.000000	-0.212127	0.000000	-9.856817	0.000000															
 3063	4.169585		121.134380			34.106014	0.089770									99.013927	1.411484	4101.678804								-1.165207	0.000000			-3.619069	2.276049					-13.153111	0.968156	0.000000	0.010258																	-6.092917	0.000000	-0.212127	0.000000	-9.543038	0.000000															
 3064	5.334793		122.336187			46.009936	0.078772									105.100844	1.623110	4111.096327								-1.165207	0.000000			-3.602132	2.376098					-13.153111	0.968156	0.000000	0.010258																	-6.092917	0.000000	-0.212127	0.000000	-9.417524	0.000000															
 3065	6.500000		123.537754			56.485068	0.067865									111.187393	1.834661	4120.513851								-1.165207	0.000000			-3.602132	2.376098					-10.854254	0.000000	0.000000	0.010258																	-6.092917	0.000000	-0.212127	0.000000	-9.417524	0.000000															
 3066	6.500000		125.470221			56.485068	0.103750									116.938277	0.916679	4130.370668								0.000000	0.000000			-3.707984	1.750810					-0.465437	0.000000	-0.036445	0.000000																	-5.757623	0.000000	0.000000	0.917330	-9.856817	0.000000															
 3067	6.500000		126.031755			52.942569	0.083347									115.686825	0.000000	4139.519732								0.000000	0.000000			-1.837204	1.250575					0.000000	3.077063	0.000000	0.019548																	0.000000	1.244366	0.000000	0.916354	-9.149064	0.000000															
 3068	6.500000		124.007634			48.534290	0.057428									113.906493	0.000000	4149.061189								0.000000	0.000000			0.000000	1.998915					0.000000	3.972032	0.000000	0.025233																	0.000000	1.773322	0.000000	0.000000	-9.541458	0.000000															
 3069	6.500000		122.309546			43.267365	0.034707									111.597312	0.000000	4158.918007								0.000000	0.000000			0.000000	1.673286					0.000000	4.867002	0.000000	0.022247																	0.000000	2.302278	0.000000	0.000000	-9.856817	0.000000															
 3070	6.500000		121.851264			37.153760	0.070866									108.762205	0.076084	4167.174414								0.000000	0.000000			0.000000	0.433820					0.000000	5.757082	-0.036445	0.000000																	0.000000	2.828344	-0.076084	0.000000	-8.256408	0.000000															
 3071	6.500000		121.576745			30.194486	0.106726									105.397678	0.252223	4174.953592								0.000000	0.000000			0.000000	0.250149					0.000000	6.653127	-0.036445	0.000000																	0.000000	3.357936	-0.176166	0.000000	-7.779177	0.000000															
 3072	6.500000		121.452369			22.398662	0.142291									101.505035	0.428299	4180.925751								0.000000	0.000000			0.000000	0.100060					0.000000	7.547021	-0.036445	0.000000																	0.000000	3.886257	-0.176166	0.000000	-5.972159	0.000000															
 3073	4.752643		121.365595			16.779792	0.106597									98.861311	0.604313	4186.373503								0.000000	1.747357			0.000000	0.062484					0.000000	5.434306	0.000000	0.034522																	0.000000	2.637573	-0.176166	0.000000	-5.447752	0.000000															
 3074	4.179043		121.316307			10.639917	0.069274									95.882452	0.780264	4190.495890								0.000000	0.573599			0.000000	0.025015					0.000000	6.001609	0.000000	0.036445																	0.000000	2.972867	-0.176166	0.000000	-4.122386	0.000000															
 3075	4.179043		121.279589			4.306108	0.032258									92.759251	0.956153	4192.981459								0.000000	0.000000			0.000000	0.012454					0.000000	6.246136	0.000000	0.036445																	0.000000	3.117391	-0.176166	0.000000	-2.485569	0.000000															
 3076	3.494715		121.105244			1.311024	0.031992									89.540853	1.131979	4192.981459								0.000000	0.684329			0.000000	0.150089					0.000000	2.959602	0.000000	0.000000																	0.000000	3.212777	-0.176166	0.000000	0.000000	0.000000															
 3077	1.747357		120.680784			0.000000	0.000000									86.273512	1.307743	4192.981459								0.000000	1.747357			0.000000	0.400239					0.000000	1.300221	0.000000	0.031729																	0.000000	3.261915	-0.176166	0.000000	0.000000	0.000000															
 3078	0.000000		119.656052			0.000000	0.000000									83.150893	1.483445	4191.661891								0.000000	1.747357			0.000000	1.000597					0.000000	0.000000	0.000000	0.000000																	0.000000	3.117391	-0.176166	0.000000	0.000000	1.319568															
 3079	0.000000		117.693730			0.000000	0.000000									80.317510	1.659084	4192.430850								0.000000	0.000000			0.000000	1.938390					0.000000	0.000000	0.000000	0.000000																	0.000000	2.828344	-0.176166	0.000000	-0.768959	0.000000															
 3080	0.000000		117.369403			0.000000	0.000000									77.914979	1.834661	4201.010883								0.000000	0.000000			-1.387484	1.688273					0.000000	0.000000	0.000000	0.000000																	0.000000	2.397664	-0.176166	0.000000	-8.580033	0.000000															
 3081	0.000000		119.522451			0.000000	0.000000									82.370058	0.916679	4210.867700								0.000000	0.000000			-3.739741	1.563219					0.000000	0.000000	0.000000	0.000000																	-4.459801	0.000000	0.000000	0.917330	-9.856817	0.000000															
 3082	1.165207		121.455721			5.904138	0.000000									87.209300	0.118604	4220.724517								-1.165207	0.000000			-3.707984	1.750810					-5.904138	0.000000	0.000000	0.000000																	-4.844234	0.000000	0.000000	0.797750	-9.856817	0.000000															
 3083	2.330415		123.096158			16.578170	0.016577									92.432682	0.000000	4230.581334								-1.165207	0.000000			-3.665645	2.000916					-10.722682	0.000000	-0.016577	0.000000																	-5.228666	0.000000	0.000000	0.118562	-9.856817	0.000000															
 3084	3.495622		124.502295			27.653303	0.000000									97.944794	0.856373	4240.438151								-1.165207	0.000000			-3.631771	2.201015					-11.211737	0.000000	0.000000	0.016441																	-5.517714	0.000000	-0.856373	0.000000	-9.856817	0.000000															
 3085	4.660829		126.142123			39.122808	0.036445									103.743596	1.773399	4250.294968								-1.165207	0.000000			-3.665645	2.000916					-11.697368	0.000000	-0.036445	0.000000																	-5.804737	0.000000	-0.917330	0.000000	-9.856817	0.000000															
 3086	5.826037		127.752374			50.823025	0.024855									109.734263	1.834661	4260.151785								-1.165207	0.000000			-3.661410	2.025931					-12.022589	0.000000	0.000000	0.011290																	-5.996954	0.000000	-0.061891	0.000000	-9.856817	0.000000															
 3087	6.500000		129.069843			56.470166	0.014392									115.820531	0.916679	4270.008602								-0.673963	0.000000			-3.619069	2.276049					-6.065923	0.000000	0.000000	0.010258																	-6.092917	0.000000	0.000000	0.917330	-9.856817	0.000000															
 3088	6.500000		130.270063			56.267237	0.039196									121.810466	0.000000	4279.865419								0.000000	0.000000			-3.602132	2.376098					-0.262385	0.000000	-0.030684	0.005761																	-5.996954	0.000000	0.000000	0.916354	-9.856817	0.000000															
 3089	6.500000		128.906003			54.107623	0.028099									121.374988	0.000000	4287.602483								0.000000	0.000000			-1.038091	2.376098					0.000000	1.695972	0.000000	0.010774																	0.000000	0.428096	0.000000	0.000000	-7.737064	0.000000															
 3090	6.500000		127.129412			51.721765	0.015544									120.795302	0.000000	4292.715855								0.000000	0.000000			0.000000	1.750810					0.000000	1.940011	0.000000	0.012324																	0.000000	0.572331	0.000000	0.000000	-5.113372	0.000000															
 3091	6.500000		125.853410			48.868958	0.000000									119.928049	0.000000	4295.568781								0.000000	0.000000			0.000000	1.250575					0.000000	2.426620	0.000000	0.015416																	0.000000	0.859933	0.000000	0.000000	-2.852925	0.000000															
 3092	6.500000		124.890447			45.550603	0.000000									118.771801	0.000000	4298.087844								0.000000	0.000000			0.000000	0.937793					0.000000	2.915675	0.000000	0.000000																	0.000000	1.148980	0.000000	0.000000	-2.519063	0.000000															
 3093	6.500000		124.240628			41.203234	0.034707									116.991282	0.000000	4300.914766								0.000000	0.000000			0.000000	0.624841					0.000000	3.972032	-0.035576	0.000869																	0.000000	1.773322	0.000000	0.000000	-2.826923	0.000000															
 3094	6.500000		123.815541			35.918468	0.070866									114.635666	0.076084	4304.765220								0.000000	0.000000			0.000000	0.400239					0.000000	4.945251	-0.036445	0.000000																	0.000000	2.348526	-0.076084	0.000000	-3.850453	0.000000															
 3095	6.500000		123.540629			29.620891	0.106726									111.655852	0.252223	4310.458865								0.000000	0.000000			0.000000	0.250149					0.000000	6.001609	-0.036445	0.000000																	0.000000	2.972867	-0.176166	0.000000	-5.693645	0.000000															
 3096	6.500000		123.415861			22.398662	0.142291									108.099049	0.428299	4316.663168								0.000000	0.000000			0.000000	0.100060					0.000000	6.978153	-0.036445	0.000000																	0.000000	3.550037	-0.176166	0.000000	-6.204303	0.000000															
 3097	5.362823		121.729235			10.847706	0.104674									101.999580	0.000000	4325.944873								0.000000	1.137177			0.000000	1.661943					0.000000	11.366391	0.000000	0.036445																	0.000000	6.092917	0.000000	0.428147	-9.281705	0.000000															
 3098	3.756219		121.679874			0.000000	0.067367									95.900482	0.000000	4335.801690								0.000000	1.606605			0.000000	0.025015					0.000000	10.758321	0.000000	0.036445																	0.000000	6.092917	0.000000	0.000000	-9.856817	0.000000															
 3099	3.756219		121.643084			0.000000	0.030368									89.801753	0.037519	4338.697455								0.000000	0.000000			0.000000	0.012454					0.000000	0.000000	0.000000	0.036445																	0.000000	6.092917	-0.037519	0.000000	-2.895765	0.000000															
 3100	3.756219		121.468666			0.000000	0.000000									83.703393	0.213671	4339.203180								0.000000	0.000000			0.000000	0.150089					0.000000	0.000000	0.000000	0.030117																	0.000000	6.092917	-0.176166	0.000000	-0.505725	0.000000															
 3101	3.494715		121.044134			0.000000	0.000000									77.605403	0.389761	4339.203180								0.000000	0.261504			0.000000	0.400239					0.000000	0.000000	0.000000	0.000000																	0.000000	6.092917	-0.176166	0.000000	0.000000	0.000000															
 3102	1.747357		120.019328			0.000000	0.000000									71.507783	0.565789	4340.336222								0.000000	1.747357			0.000000	1.000597					0.000000	0.000000	0.000000	0.000000																	0.000000	6.092917	-0.176166	0.000000	-1.133042	0.000000															
 3103	0.000000		118.056934			0.000000	0.000000									65.410532	0.741754	4342.496774								0.000000	1.747357			0.000000	1.938390					0.000000	0.000000	0.000000	0.000000																	0.000000	6.092917	-0.176166	0.000000	-2.160552	0.000000															
 3104	0.000000		116.350681			0.000000	0.000000									66.840653	0.917656	4351.059098								0.000000	0.000000			-0.005630	1.688273					0.000000	0.000000	0.000000	0.000000																	-1.434084	0.000000	-0.176166	0.000000	-8.562324	0.000000															
 3105	0.000000		118.503932			4.627448	0.019480									68.462787	0.000000	4360.915915								0.000000	0.000000			-3.739741	1.563219					-4.627448	0.000000	-0.019480	0.000000																	-1.626185	0.000000	0.000000	0.917330	-9.856817	0.000000															
 3106	0.000000		120.437406			9.054254	0.047683									69.988773	0.000000	4370.772732								0.000000	0.000000			-3.707984	1.750810					-4.464936	0.000000	-0.028364	0.000000																	-1.530135	0.000000	0.000000	0.000000	-9.856817	0.000000															
 3107	1.165207		122.078047			13.200789	0.036747									71.370576	0.212127	4380.629549								-1.165207	0.000000			-3.665645	2.000916					-4.221142	0.000000	0.000000	0.010543																	-1.386045	0.000000	-0.212127	0.000000	-9.856817	0.000000															
 3108	2.330415		123.484387			17.638231	0.000000									72.944426	0.424179	4390.252783								-1.165207	0.000000			-3.631771	2.201015					-4.546216	0.000000	0.000000	0.036445																	-1.578174	0.000000	-0.212127	0.000000	-9.623234	0.000000															
 3109	3.004378		125.124419			22.445415	0.000000									74.758320	0.636155	4400.105922								-0.673963	0.000000			-3.665645	2.000916					-4.952523	0.000000	0.000000	0.000000																	-1.818315	0.000000	-0.212127	0.000000	-9.853139	0.000000															
 3110	4.169585		126.734873			27.944369	0.000000									77.004374	0.848056	4409.930577								-1.165207	0.000000			-3.661410	2.025931					-5.683904	0.000000	0.000000	0.000000																	-2.250585	0.000000	-0.212127	0.000000	-9.824655	0.000000															
 3111	5.334793		128.052546			34.535699	0.000000									79.922703	1.059882	4419.445961								-1.165207	0.000000			-3.619069	2.276049					-6.821592	0.000000	0.000000	0.000000																	-2.922995	0.000000	-0.212127	0.000000	-9.515384	0.000000															
 3112	6.500000		129.252969			42.210649	0.000000									83.513410	1.271633	4428.840340								-1.165207	0.000000			-3.602132	2.376098					-7.959524	0.000000	0.000000	0.000000																	-3.595550	0.000000	-0.212127	0.000000	-9.394380	0.000000															
 3113	6.500000		130.453153			50.551048	0.031677									87.534579	1.010942	4438.697157								0.000000	0.000000			-3.602132	2.376098					-8.688215	0.000000	-0.031677	0.000000																	-4.026230	0.000000	0.000000	0.260240	-9.856817	0.000000															
 3114	6.500000		132.140855			56.485068	0.000000									91.653781	0.093252	4447.218663								0.000000	0.000000			-3.464603	1.750810					-6.350561	0.000000	0.000000	0.031416																	-4.124506	0.000000	0.000000	0.917330	-8.521505	0.000000															
 3115	6.500000		130.863852			50.668465	0.000000									95.352514	0.000000	4456.346521								0.000000	0.000000			0.000000	1.250575					0.000000	5.351166	0.000000	0.000000																	-3.704287	0.000000	0.000000	0.093219	-9.127858	0.000000															
 3116	6.500000		129.707977			44.249348	0.012251									92.373868	0.000000	4462.219375								0.000000	0.000000			0.000000	1.129702					0.000000	6.001609	-0.012251	0.000000																	0.000000	2.972867	0.000000	0.000000	-5.872854	0.000000															
 3117	6.500000		129.057194			36.987813	0.048594									88.866244	0.000000	4467.956246								0.000000	0.000000			0.000000	0.624841					0.000000	6.896921	-0.036445	0.000000																	0.000000	3.502026	0.000000	0.000000	-5.736871	0.000000															
 3118	6.500000		128.631144			28.892218	0.084639									84.830512	0.076084	4472.766252								0.000000	0.000000			0.000000	0.400239					0.000000	7.790815	-0.036445	0.000000																	0.000000	4.030347	-0.076084	0.000000	-4.810007	0.000000															
 3119	6.500000		128.355269			19.969437	0.116435									80.266704	0.252223	4477.136038								0.000000	0.000000			0.000000	0.250149					0.000000	8.684709	-0.032494	0.000000																	0.000000	4.558667	-0.176166	0.000000	-4.369786	0.000000															
 3120	6.500000		127.612651			22.398662	0.142291									75.174853	0.428299	4477.136038								0.000000	0.000000			0.000000	0.716947					-2.593773	0.000000	-0.026816	0.000000																	0.000000	5.086987	-0.176166	0.000000	0.000000	0.000000															
 3121	5.362823		125.925186			10.847706	0.104674									69.077380	0.000000	4486.417743								0.000000	1.137177			0.000000	1.661943					0.000000	11.366391	0.000000	0.036445																	0.000000	6.092917	0.000000	0.428147	-9.281705	0.000000															
 3122	3.756219		125.874986			0.000000	0.067367									62.980276	0.000000	4496.274560								0.000000	1.606605			0.000000	0.025015					0.000000	10.758321	0.000000	0.036445																	0.000000	6.092917	0.000000	0.000000	-9.856817	0.000000															
 3123	3.756219		125.837357			0.000000	0.030368									56.883542	0.037519	4499.170325								0.000000	0.000000			0.000000	0.012454					0.000000	0.000000	0.000000	0.036445																	0.000000	6.092917	-0.037519	0.000000	-2.895765	0.000000															
 3124	3.756219		125.662100			0.000000	0.000000									50.787178	0.213671	4499.676050								0.000000	0.000000			0.000000	0.150089					0.000000	0.000000	0.000000	0.030117																	0.000000	6.092917	-0.176166	0.000000	-0.505725	0.000000															
 3125	3.494715		125.236728			0.000000	0.000000									44.691183	0.389761	4499.676050								0.000000	0.261504			0.000000	0.400239					0.000000	0.000000	0.000000	0.000000																	0.000000	6.092917	-0.176166	0.000000	0.000000	0.000000															
 3126	1.747357		124.211085			0.000000	0.000000									38.595557	0.565789	4500.809091								0.000000	1.747357			0.000000	1.000597					0.000000	0.000000	0.000000	0.000000																	0.000000	6.092917	-0.176166	0.000000	-1.133042	0.000000															
 3127	0.000000		122.247852			0.000000	0.000000									32.500301	0.741754	4502.969644								0.000000	1.747357			0.000000	1.938390					0.000000	0.000000	0.000000	0.000000																	0.000000	6.092917	-0.176166	0.000000	-2.160552	0.000000															
 3128	0.000000		120.540760			0.000000	0.000000									33.932415	0.917656	4511.531967								0.000000	0.000000			-0.005630	1.688273					0.000000	0.000000	0.000000	0.000000																	-1.434084	0.000000	-0.176166	0.000000	-8.562324	0.000000															
 3129	0.000000		122.693174			4.627448	0.019480									35.556544	0.000000	4521.388784								0.000000	0.000000			-3.739741	1.563219					-4.627448	0.000000	-0.019480	0.000000																	-1.626185	0.000000	0.000000	0.917330	-9.856817	0.000000															
 3130	0.000000		124.625810			9.054254	0.047683									37.084524	0.000000	4531.245601								0.000000	0.000000			-3.707984	1.750810					-4.464936	0.000000	-0.028364	0.000000																	-1.530135	0.000000	0.000000	0.000000	-9.856817	0.000000															
 3131	1.165207		126.265613			13.200789	0.036747									38.468321	0.212127	4541.102418								-1.165207	0.000000			-3.665645	2.000916					-4.221142	0.000000	0.000000	0.010543																	-1.386045	0.000000	-0.212127	0.000000	-9.856817	0.000000															
 3132	2.330415		127.671116			17.638231	0.000000									40.044164	0.424179	4550.725653								-1.165207	0.000000			-3.631771	2.201015					-4.546216	0.000000	0.000000	0.036445																	-1.578174	0.000000	-0.212127	0.000000	-9.623234	0.000000															
 3133	3.004378		129.310310			22.445415	0.000000									41.860052	0.636155	4560.578791								-0.673963	0.000000			-3.665645	2.000916					-4.952523	0.000000	0.000000	0.000000																	-1.818315	0.000000	-0.212127	0.000000	-9.853139	0.000000															
 3134	4.169585		130.919927			27.944369	0.000000									44.108100	0.848056	4570.403446								-1.165207	0.000000			-3.661410	2.025931					-5.683904	0.000000	0.000000	0.000000																	-2.250585	0.000000	-0.212127	0.000000	-9.824655	0.000000															
 3135	5.334793		132.236763			34.535699	0.000000									47.028423	1.059882	4579.918830								-1.165207	0.000000			-3.619069	2.276049					-6.821592	0.000000	0.000000	0.000000																	-2.922995	0.000000	-0.212127	0.000000	-9.515384	0.000000															
 3136	6.500000		133.436349			42.210649	0.000000									50.621123	1.271633	4589.313210								-1.165207	0.000000			-3.602132	2.376098					-7.959524	0.000000	0.000000	0.000000																	-3.595550	0.000000	-0.212127	0.000000	-9.394380	0.000000															
 3137	6.500000		134.635696			50.551048	0.031677									54.644285	1.010942	4599.170027								0.000000	0.000000			-3.602132	2.376098					-8.688215	0.000000	-0.031677	0.000000																	-4.026230	0.000000	0.000000	0.260240	-9.856817	0.000000															
 3138	6.500000		136.322562			56.485068	0.000000									58.765480	0.093252	4607.691532								0.000000	0.000000			-3.464603	1.750810					-6.350561	0.000000	0.000000	0.031416																	-4.124506	0.000000	0.000000	0.917330	-8.521505	0.000000															
 3139	6.500000		135.044723			50.668465	0.000000									62.466206	0.000000	4616.819390								0.000000	0.000000			0.000000	1.250575					0.000000	5.351166	0.000000	0.000000																	-3.704287	0.000000	0.000000	0.093219	-9.127858	0.000000															
 3140	6.500000		133.888011			44.249348	0.012251									59.489553	0.000000	4622.692244								0.000000	0.000000			0.000000	1.129702					0.000000	6.001609	-0.012251	0.000000																	0.000000	2.972867	0.000000	0.000000	-5.872854	0.000000															
 3141	6.500000		133.236393			36.987813	0.048594									55.983922	0.000000	4628.429115								0.000000	0.000000			0.000000	0.624841					0.000000	6.896921	-0.036445	0.000000																	0.000000	3.502026	0.000000	0.000000	-5.736871	0.000000															
 3142	6.500000		132.809507			28.892218	0.084639									51.950183	0.076084	4633.239122								0.000000	0.000000			0.000000	0.400239					0.000000	7.790815	-0.036445	0.000000																	0.000000	4.030347	-0.076084	0.000000	-4.810007	0.000000															
 3143	6.500000		132.532796			19.969437	0.116435									47.388368	0.252223	4637.608907								0.000000	0.000000			0.000000	0.250149					0.000000	8.684709	-0.032494	0.000000																	0.000000	4.558667	-0.176166	0.000000	-4.369786	0.000000															
 3144	6.500000		131.789343			22.398662	0.142291									42.298509	0.428299	4637.608907								0.000000	0.000000			0.000000	0.716947					-2.593773	0.000000	-0.026816	0.000000																	0.000000	5.086987	-0.176166	0.000000	0.000000	0.000000															
 3145	4.752643		127.275243			13.854463	0.104674									37.929408	0.000000	4646.692950								0.000000	1.747357			0.000000	4.487742					0.000000	8.359634	0.000000	0.036445																	0.000000	4.366537	0.000000	0.428147	-9.084042	0.000000															
 3146	4.130093		122.792487			4.811799	0.067367									33.224353	0.000000	4656.549767								0.000000	0.622550			0.000000	4.457301					0.000000	8.928503	0.000000	0.036445																	0.000000	4.702757	0.000000	0.000000	-9.856817	0.000000															
 3147	2.845463		119.603079			0.000000	0.030368									28.327482	0.000000	4666.406584								0.000000	1.284630			0.000000	3.164850					0.000000	4.772150	0.000000	0.036445																	0.000000	4.894858	0.000000	0.000000	-9.856817	0.000000															
 3148	1.098105		119.429069			0.000000	0.000000									23.286818	0.000000	4670.969847								0.000000	1.747357			0.000000	0.150089					0.000000	0.000000	0.000000	0.030117																	0.000000	5.038948	0.000000	0.000000	-4.563263	0.000000															
 3149	1.098105		119.004944			0.000000	0.000000									18.102369	0.000000	4672.607237								0.000000	0.000000			0.000000	0.400239					0.000000	0.000000	0.000000	0.000000																	0.000000	5.183038	0.000000	0.000000	-1.637391	0.000000															
 3150	1.098105		117.980547			0.000000	0.000000									12.918234	0.000000	4672.790729								0.000000	0.000000			0.000000	1.000597					0.000000	0.000000	0.000000	0.000000																	0.000000	5.183038	0.000000	0.000000	-0.183491	0.000000															
 3151	0.000000		116.018561			0.000000	0.000000									8.214694	0.000000	4674.950543								0.000000	1.098105			0.000000	1.938390					0.000000	0.000000	0.000000	0.000000																	0.000000	4.702757	0.000000	0.000000	-2.159814	0.000000															
 3152	0.000000		115.775090			0.000000	0.000000									4.912626	0.000000	4683.519629								0.000000	0.000000			-1.468006	1.688273					0.000000	0.000000	0.000000	0.000000																	0.000000	3.301570	0.000000	0.000000	-8.569086	0.000000															
 3153	0.000000		117.928457			0.000000	0.036445									8.075464	0.000000	4693.376446								0.000000	0.000000			-3.739741	1.563219					0.000000	0.000000	-0.036445	0.000000																	-3.163135	0.000000	0.000000	0.000000	-9.856817	0.000000															
 3154	1.165207		119.862046			0.000000	0.072589									12.005819	0.352227	4703.233263								-1.165207	0.000000			-3.707984	1.750810					0.000000	0.000000	-0.036445	0.000000																	-3.930845	0.000000	-0.352227	0.000000	-9.856817	0.000000															
 3155	2.330415		121.502802			9.749464	0.096567									16.658555	0.564229	4713.090080								-1.165207	0.000000			-3.665645	2.000916					-9.749464	0.000000	-0.024577	0.000000																	-4.653463	0.000000	-0.212127	0.000000	-9.856817	0.000000															
 3156	0.673963		122.909257			9.669128	0.076224									21.886211	0.776155	4722.727250								-0.036368	1.692819			-3.631771	2.201015					0.000000	0.000000	0.000000	0.019548																	-5.228666	0.000000	-0.212127	0.000000	-9.637170	0.000000															
 3157	1.839171		124.549404			10.000639	0.112041									27.642508	0.988007	4732.584067								-1.165207	0.000000			-3.665645	2.000916					-0.411184	0.000000	-0.036445	0.000000																	-5.757623	0.000000	-0.212127	0.000000	-9.856817	0.000000															
 3158	3.004378		126.159973			22.103189	0.100859									33.733750	1.199783	4742.440884								-1.165207	0.000000			-3.661410	2.025931					-12.184955	0.000000	0.000000	0.010258																	-6.092917	0.000000	-0.212127	0.000000	-9.856817	0.000000															
 3159	4.169585		127.477761			34.106014	0.089770									39.824623	1.411484	4751.983922								-1.165207	0.000000			-3.619069	2.276049					-13.153111	0.968156	0.000000	0.010258																	-6.092917	0.000000	-0.212127	0.000000	-9.543038	0.000000															
 3160	5.334793		128.678299			46.009936	0.078772									45.915128	1.623110	4761.401446								-1.165207	0.000000			-3.602132	2.376098					-13.153111	0.968156	0.000000	0.010258																	-6.092917	0.000000	-0.212127	0.000000	-9.417524	0.000000															
 3161	6.500000		129.878597			56.485068	0.067865									52.005263	1.834661	4770.818969								-1.165207	0.000000			-3.602132	2.376098					-10.854254	0.000000	0.000000	0.010258																	-6.092917	0.000000	-0.212127	0.000000	-9.417524	0.000000															
 3162	6.500000		131.809796			56.485068	0.103750									57.759734	0.916679	4780.675786								0.000000	0.000000			-3.707984	1.750810					-0.465437	0.000000	-0.036445	0.000000																	-5.757623	0.000000	0.000000	0.917330	-9.856817	0.000000															
 3163	6.500000		132.370063			52.942569	0.083347									56.511868	0.000000	4789.824850								0.000000	0.000000			-1.837204	1.250575					0.000000	3.077063	0.000000	0.019548																	0.000000	1.244366	0.000000	0.916354	-9.149064	0.000000															
